code,name,advice,score,7日预期,14日预期,20日预期
605069,正和生态,重点关注/一击必中,90,等待验证,等待验证,等待验证
601369,陕鼓动力,轻仓试错,60,等待验证,等待验证,等待验证
002014,永新股份,轻仓试错,60,等待验证,等待验证,等待验证
002601,龙佰集团,轻仓试错,50,等待验证,等待验证,等待验证
000541,佛山照明,轻仓试错,50,等待验证,等待验证,等待验证
002729,好利科技,观察,40,等待验证,等待验证,等待验证
002366,融发核电,观察,30,等待验证,等待验证,等待验证
000411,英特集团,观察,30,等待验证,等待验证,等待验证
600615,鑫源智造,观察,20,等待验证,等待验证,等待验证
002367,康力电梯,观察,20,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
600668,尖峰集团,观察,20,等待验证,等待验证,等待验证
603020,爱普股份,观察,20,等待验证,等待验证,等待验证
603519,立霸股份,观察,20,等待验证,等待验证,等待验证
002734,利民股份,观察,0,等待验证,等待验证,等待验证
