code,name,advice,score,7日预期,14日预期,20日预期
601369,陕鼓动力,轻仓试错,60,等待验证,等待验证,等待验证
002180,纳思达,轻仓试错,50,等待验证,等待验证,等待验证
002014,永新股份,观察,40,等待验证,等待验证,等待验证
002601,龙佰集团,观察,40,等待验证,等待验证,等待验证
600178,东安动力,观察,40,等待验证,等待验证,等待验证
000571,新大洲A,观察,20,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
002367,康力电梯,观察,0,等待验证,等待验证,等待验证
