日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-04-02,002772,众兴菌业,16.75,1.52%,2.59%,13,76.9%,6.33%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-04-02,603990,麦迪科技,15.33,1.25%,3.83%,8,62.5%,-1.65%,⭐⭐⭐,概率占优，分批建仓
2026-04-02,000026,飞亚达,14.41,2.42%,1.86%,7,28.6%,-3.57%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-02,603339,四方科技,12.93,0.23%,1.05%,18,27.8%,-2.30%,⭐⭐⭐,历史表现平平，轻仓试错
