日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-06-26,001322,箭牌家居,6.07,5.93%,1.37%,7,28.6%,-2.36%,⭐⭐⭐,历史表现平平，轻仓试错
2026-06-26,603569,长久物流,5.34,0.75%,1.01%,3,0.0%,-3.71%,⭐⭐⭐,历史表现平平，轻仓试错
