日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-06-18,000803,山高环能,7.4,4.23%,4.4%,13,61.5%,6.54%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-06-18,002798,帝欧水华,5.95,2.76%,3.45%,14,61.5%,2.16%,⭐⭐⭐,概率占优，分批建仓
2026-06-18,603637,镇海股份,18.72,2.46%,7.68%,12,50.0%,5.57%,⭐⭐⭐,历史表现平平，轻仓试错
2026-06-18,600110,诺德股份,17.57,2.03%,28.4%,7,28.6%,-1.23%,⭐⭐⭐,历史表现平平，轻仓试错
