日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-06-04,002031,巨轮智能,6.45,4.54%,11.62%,15,53.3%,4.03%,⭐⭐⭐,概率占优，分批建仓
2026-06-04,002277,友阿股份,6.75,3.53%,2.48%,13,38.5%,-0.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-06-04,002254,泰和新材,14.12,3.22%,6.62%,6,0.0%,-7.69%,⭐⭐⭐,历史表现平平，轻仓试错
