code,name,advice,score,7日预期,14日预期,20日预期
601919,中远海控,重点关注/一击必中,90,等待验证,等待验证,等待验证
601777,千里科技,重点关注/一击必中,70,等待验证,等待验证,等待验证
603125,常青科技,重点关注/一击必中,70,等待验证,等待验证,等待验证
002723,小崧股份,轻仓试错,60,等待验证,等待验证,等待验证
603056,德邦股份,轻仓试错,60,等待验证,等待验证,等待验证
002510,天汽模,轻仓试错,50,等待验证,等待验证,等待验证
002095,生 意 宝,观察,40,等待验证,等待验证,等待验证
605018,长华集团,观察,30,等待验证,等待验证,等待验证
002286,保龄宝,观察,0,等待验证,等待验证,等待验证
002340,格林美,观察,0,等待验证,等待验证,等待验证
