code,name,advice,score,7日预期,14日预期,20日预期
002248,华东数控,重点关注/一击必中,90,等待验证,等待验证,等待验证
600237,铜峰电子,重点关注/一击必中,90,等待验证,等待验证,等待验证
002806,华锋股份,重点关注/一击必中,90,等待验证,等待验证,等待验证
605018,长华集团,重点关注/一击必中,90,等待验证,等待验证,等待验证
603056,德邦股份,轻仓试错,60,等待验证,等待验证,等待验证
002159,三特索道,轻仓试错,50,等待验证,等待验证,等待验证
000571,新大洲A,轻仓试错,50,等待验证,等待验证,等待验证
002457,青龙管业,轻仓试错,50,等待验证,等待验证,等待验证
601390,中国中铁,轻仓试错,50,等待验证,等待验证,等待验证
601777,千里科技,观察,40,等待验证,等待验证,等待验证
603125,常青科技,观察,40,等待验证,等待验证,等待验证
002519,银河电子,观察,40,等待验证,等待验证,等待验证
002095,生 意 宝,观察,40,等待验证,等待验证,等待验证
600884,杉杉股份,观察,30,等待验证,等待验证,等待验证
002072,凯瑞德,观察,30,等待验证,等待验证,等待验证
600732,爱旭股份,观察,20,等待验证,等待验证,等待验证
002510,天汽模,观察,20,等待验证,等待验证,等待验证
601919,中远海控,观察,20,等待验证,等待验证,等待验证
601890,亚星锚链,观察,20,等待验证,等待验证,等待验证
000559,万向钱潮,观察,0,等待验证,等待验证,等待验证
002340,格林美,观察,0,等待验证,等待验证,等待验证
002054,德美化工,观察,0,等待验证,等待验证,等待验证
