code,name,advice,score,7日预期,14日预期,20日预期
601919,中远海控,重点关注/一击必中,90,等待验证,等待验证,等待验证
603056,德邦股份,轻仓试错,60,等待验证,等待验证,等待验证
002655,共达电声,轻仓试错,50,等待验证,等待验证,等待验证
002875,安奈儿,轻仓试错,50,等待验证,等待验证,等待验证
002606,大连电瓷,轻仓试错,50,等待验证,等待验证,等待验证
600428,中远海特,轻仓试错,50,等待验证,等待验证,等待验证
002095,生 意 宝,观察,30,等待验证,等待验证,等待验证
002510,天汽模,观察,0,等待验证,等待验证,等待验证
600399,抚顺特钢,观察,0,等待验证,等待验证,等待验证
600237,铜峰电子,观察,0,等待验证,等待验证,等待验证
