日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-08-10,002795,永和智控,6.87,2.38%,2.57%,12,80.0%,7.91%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-04,002632,道明光学,8.19,1.61%,2.47%,12,72.7%,5.43%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,600814,杭州解百,6.73,2.75%,0.84%,14,71.4%,8.35%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,002560,通达股份,6.54,2.51%,4.25%,13,69.2%,4.62%,⭐⭐⭐,概率占优，分批建仓
2026-08-10,600137,浪莎股份,17.98,2.98%,1.86%,6,66.7%,-0.51%,⭐⭐⭐,概率占优，分批建仓
2026-08-10,600356,恒丰纸业,9.06,9.95%,5.23%,8,62.5%,2.85%,⭐⭐⭐,概率占优，分批建仓
2026-08-10,000507,珠海港,5.03,1.0%,1.13%,11,60.0%,0.53%,⭐⭐⭐,概率占优，分批建仓
2026-08-10,603693,江苏新能,12.49,3.39%,1.48%,2,50.0%,-0.57%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002707,众信旅游,5.2,1.96%,1.57%,8,50.0%,-1.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600644,乐山电力,10.46,0.77%,8.67%,7,42.9%,0.35%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002749,国光股份,9.11,5.81%,2.03%,5,40.0%,-0.87%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,000565,渝三峡Ａ,6.03,3.43%,2.51%,11,36.4%,10.15%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600706,曲江文旅,7.9,3.95%,2.36%,15,33.3%,-3.08%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,605108,同庆楼,13.1,3.56%,1.95%,12,33.3%,-1.68%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,000881,中广核技,6.67,3.73%,2.16%,3,33.3%,-9.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,001205,盛航股份,13.91,2.28%,2.94%,14,14.3%,0.03%,⭐⭐⭐,历史表现平平，轻仓试错
