日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-08-10,603926,铁流股份,16.02,1.46%,1.78%,2,100.0%,9.90%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,003000,劲仔食品,10.85,2.17%,1.53%,3,100.0%,8.44%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,601827,三峰环境,8.84,5.11%,1.4%,2,100.0%,1.81%,⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,601838,成都银行,18.1,1.23%,0.46%,1,100.0%,10.74%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,603390,通达电气,10.18,1.8%,1.83%,3,100.0%,16.65%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,605162,新中港,9.33,10.02%,4.91%,1,100.0%,27.47%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,603511,爱慕股份,12.44,4.54%,0.52%,1,100.0%,5.72%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,000680,山推股份,11.4,1.88%,2.11%,1,100.0%,6.18%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-08-10,000906,浙商中拓,5.52,1.85%,0.9%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,000828,东莞控股,9.99,0.5%,0.59%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,605166,聚合顺,8.86,2.19%,1.48%,2,0.0%,-10.12%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002833,弘亚数控,18.8,3.87%,3.03%,2,0.0%,-0.92%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002642,荣联科技,7.5,2.6%,2.76%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,600848,上海临港,8.78,1.39%,0.37%,6,0.0%,-6.77%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,001324,长青科技,19.68,2.39%,2.65%,2,0.0%,-0.94%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603151,邦基科技,14.12,9.97%,2.98%,2,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002461,珠江啤酒,8.81,1.38%,0.24%,2,0.0%,-4.50%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002451,摩恩电气,7.51,4.02%,4.01%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,600178,东安动力,10.15,6.95%,4.33%,1,0.0%,-4.99%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603719,良品铺子,10.08,2.34%,1.44%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,003037,三和管桩,5.84,2.46%,0.89%,2,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002382,蓝帆医疗,6.07,1.51%,1.42%,2,0.0%,-8.40%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002835,同为股份,12.45,1.55%,1.82%,2,0.0%,-3.89%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603779,威龙股份,7.88,2.34%,4.8%,1,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603700,宁水集团,11.79,4.61%,5.07%,3,0.0%,-2.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,000610,西安旅游,5.89,2.61%,1.14%,2,0.0%,-14.07%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002609,捷顺科技,7.93,1.02%,1.29%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,603041,美思德,11.03,3.37%,1.29%,1,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,601965,中国汽研,14.38,1.7%,1.08%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,002905,金逸影视,7.85,3.97%,1.87%,1,0.0%,-9.95%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600822,上海物贸,8.4,2.94%,1.23%,1,0.0%,-11.08%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603153,上海建科,13.43,1.36%,0.36%,1,0.0%,-11.86%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603880,南卫股份,7.7,2.94%,3.62%,2,0.0%,-14.50%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,000726,鲁  泰Ａ,6.0,1.69%,1.06%,2,0.0%,-8.01%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,601999,出版传媒,6.12,3.03%,1.06%,2,0.0%,-8.68%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603551,奥普科技,9.55,2.47%,0.67%,2,0.0%,-4.16%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,000014,沙河股份,10.19,2.52%,2.28%,2,0.0%,-3.82%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600847,万里股份,12.54,2.87%,1.35%,1,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600819,耀皮玻璃,5.47,2.24%,0.99%,1,0.0%,-0.56%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002186,全 聚 德,9.42,2.84%,1.79%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,600883,博闻科技,7.69,3.08%,1.85%,1,0.0%,-12.94%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600774,汉商集团,7.2,3.9%,1.92%,1,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603676,卫信康,9.47,4.3%,1.42%,2,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603706,东方环宇,19.34,0.99%,0.82%,3,0.0%,-3.49%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603326,我乐家居,6.78,3.99%,1.24%,1,0.0%,-3.31%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002561,徐家汇,6.78,2.73%,1.16%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,002809,红墙股份,8.31,3.88%,3.63%,3,0.0%,-8.72%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600573,惠泉啤酒,9.9,2.7%,2.94%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,600698,湖南天雁,7.22,10.06%,5.74%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,002646,天佑德酒,7.21,6.03%,2.97%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,600648,外高桥,9.09,0.55%,0.18%,1,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603231,索宝蛋白,15.66,1.89%,2.18%,3,0.0%,-8.54%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603170,宝立食品,13.34,2.69%,1.09%,2,0.0%,-3.94%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002282,博深股份,5.95,1.88%,1.06%,1,0.0%,-2.71%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,600305,恒顺醋业,6.96,2.2%,1.24%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,003038,鑫铂股份,11.14,3.63%,2.48%,2,0.0%,-12.65%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,001239,永达股份,12.01,3.09%,2.14%,2,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,603126,中材节能,6.1,2.35%,1.22%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,600630,龙头股份,6.79,2.41%,3.34%,2,0.0%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-08-10,002292,奥飞娱乐,8.43,3.44%,5.23%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,002939,长城证券,8.33,2.46%,1.67%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
2026-08-10,002165,红 宝 丽,6.97,5.29%,10.47%,0,0.0%,0.00%,⭐⭐ (新股或首次触发),历史表现平平，轻仓试错
