代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
002696,百洋股份,2026-06-12,5.52,0.56,16.9,14.2,18.8%,2.0%
003042,中农联合,2026-06-12,13.9,0.57,25.7,14.3,18.6%,1.5%
003040,楚天龙,2026-06-12,11.94,0.57,28.0,15.7,24.7%,1.3%
002357,富临运业,2026-06-12,9.39,0.58,20.7,15.8,26.0%,0.6%
000626,远大控股,2026-06-12,7.29,0.7,29.4,21.5,13.2%,1.8%
603227,雪峰科技,2026-06-12,8.01,0.71,30.8,12.9,12.3%,2.2%
605166,聚合顺,2026-06-12,9.63,0.74,21.4,20.8,11.8%,0.3%
603218,日月股份,2026-06-12,10.71,0.76,23.3,14.2,23.1%,0.8%
600167,联美控股,2026-06-12,5.95,0.77,15.6,14.4,13.6%,2.9%
600771,广誉远,2026-06-12,14.1,0.79,27.8,23.6,15.5%,2.5%
002271,东方雨虹,2026-06-12,12.31,0.82,24.8,14.2,19.3%,1.5%
002099,海翔药业,2026-06-12,5.37,0.85,23.9,17.9,19.4%,0.4%
603477,巨星农牧,2026-06-12,14.12,0.86,27.8,15.1,20.0%,1.6%
002953,日丰股份,2026-06-12,9.67,0.87,33.9,16.5,18.0%,3.1%
002783,凯龙股份,2026-06-12,7.52,0.9,22.2,19.1,17.9%,3.9%
600313,农发种业,2026-06-12,5.9,0.92,23.5,26.0,19.8%,1.7%
002274,华昌化工,2026-06-12,5.26,0.92,24.6,18.4,19.2%,1.0%
600185,珠免集团,2026-06-12,5.02,0.93,31.9,12.8,13.7%,2.2%
601118,海南橡胶,2026-06-12,5.8,0.95,17.2,18.7,16.0%,4.1%
000798,中水渔业,2026-06-12,7.84,0.95,20.6,12.9,19.8%,1.7%
601068,中铝国际,2026-06-12,5.06,0.98,22.0,13.5,15.4%,2.2%
601611,中国核建,2026-06-12,10.72,0.98,32.3,14.0,24.2%,2.5%
002826,易明医药,2026-06-12,15.35,0.99,23.2,13.6,23.6%,2.3%
603279,景津装备,2026-06-12,13.52,0.99,31.7,19.0,24.7%,0.6%
002572,索菲亚,2026-06-12,8.55,1.0,27.6,16.6,35.5%,0.9%
600106,重庆路桥,2026-06-12,5.0,1.01,25.6,22.8,14.3%,0.4%
001318,阳光乳业,2026-06-12,11.17,1.01,33.3,16.3,15.9%,2.0%
600550,保变电气,2026-06-12,12.13,1.02,18.1,13.5,21.8%,2.3%
002166,莱茵生物,2026-06-12,7.48,1.02,22.5,13.7,15.9%,1.2%
600048,保利发展,2026-06-12,5.21,1.04,24.2,10.6,14.2%,1.2%
601139,深圳燃气,2026-06-12,6.27,1.04,26.5,19.1,11.8%,1.1%
600848,上海临港,2026-06-12,8.16,1.05,22.1,11.0,13.6%,2.0%
002677,浙江美大,2026-06-12,6.82,1.08,17.5,25.5,13.0%,2.2%
600867,通化东宝,2026-06-12,7.55,1.09,19.3,12.3,20.9%,2.3%
600127,金健米业,2026-06-12,5.84,1.11,25.0,20.7,14.9%,0.9%
603387,基蛋生物,2026-06-12,8.14,1.11,32.0,16.0,16.4%,2.0%
002533,金杯电工,2026-06-12,11.15,1.12,23.7,14.0,19.4%,2.9%
600299,安迪苏,2026-06-12,10.16,1.12,23.8,17.4,26.3%,1.2%
000968,蓝焰控股,2026-06-12,7.15,1.12,32.4,18.6,24.4%,1.1%
600312,平高电气,2026-06-12,18.49,1.13,28.0,12.3,13.3%,1.9%
002728,特一药业,2026-06-12,8.31,1.13,30.0,19.6,20.2%,1.6%
601865,福莱特,2026-06-12,10.82,1.13,32.8,26.6,24.4%,-0.3%
002950,奥美医疗,2026-06-12,9.15,1.14,31.0,15.9,30.3%,1.6%
