代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
603819,神力股份,2026-07-01,11.57,0.81,28.7,36.1,15.6%,1.0%
600956,新天绿能,2026-07-01,7.09,0.82,24.2,12.6,18.1%,1.4%
603237,五芳斋,2026-07-01,12.66,0.82,26.4,23.5,24.7%,2.3%
002488,金固股份,2026-07-01,9.17,0.82,26.6,25.5,20.2%,2.9%
603305,旭升集团,2026-07-01,12.15,0.82,26.9,18.3,22.9%,0.2%
002284,亚太股份,2026-07-01,9.58,0.82,29.3,20.5,28.6%,1.0%
002159,三特索道,2026-07-01,12.81,0.82,29.8,23.3,21.8%,3.6%
000006,深振业Ａ,2026-07-01,7.53,0.83,34.3,23.1,19.3%,0.7%
603689,皖天然气,2026-07-01,7.08,0.85,19.8,19.6,13.4%,2.2%
601966,玲珑轮胎,2026-07-01,10.4,0.85,34.6,20.6,21.2%,2.1%
002642,荣联科技,2026-07-01,6.23,0.86,18.2,17.6,26.0%,1.1%
002825,纳尔股份,2026-07-01,8.27,0.86,21.6,19.5,22.5%,0.6%
603801,志邦家居,2026-07-01,5.62,0.86,23.5,13.0,39.4%,3.5%
600778,友好集团,2026-07-01,5.07,0.86,23.9,23.2,21.5%,3.7%
002372,伟星新材,2026-07-01,8.28,0.86,27.3,26.1,19.3%,1.1%
601360,三六零,2026-07-01,8.83,0.86,30.8,27.9,17.4%,1.6%
002623,亚玛顿,2026-07-01,15.71,0.86,31.9,20.5,27.8%,0.6%
603230,内蒙新华,2026-07-01,8.89,0.87,22.0,25.9,16.5%,1.8%
603357,设计总院,2026-07-01,6.2,0.87,24.6,24.0,17.3%,2.0%
600444,国机通用,2026-07-01,13.17,0.88,16.0,22.6,22.6%,1.5%
603041,美思德,2026-07-01,10.52,0.88,16.5,24.2,20.2%,1.4%
600883,博闻科技,2026-07-01,7.19,0.88,18.3,22.2,14.9%,2.7%
600123,兰花科创,2026-07-01,5.54,0.88,21.4,12.2,17.4%,3.8%
601118,海南橡胶,2026-07-01,5.03,0.88,25.2,19.5,28.3%,2.2%
603279,景津装备,2026-07-01,12.21,0.88,28.9,19.8,31.1%,1.8%
601512,中新集团,2026-07-01,7.94,0.88,29.7,27.6,13.0%,1.8%
002331,皖通科技,2026-07-01,7.54,0.89,16.0,25.1,15.4%,2.0%
002221,东华能源,2026-07-01,5.42,0.89,21.8,14.4,32.5%,3.0%
600032,浙江新能,2026-07-01,7.17,0.89,31.8,15.2,34.7%,1.7%
000403,派林生物,2026-07-01,9.09,0.89,32.8,12.5,29.6%,3.4%
601200,上海环境,2026-07-01,6.75,0.89,33.3,21.4,13.9%,2.3%
600081,东风科技,2026-07-01,9.2,0.9,14.9,19.2,18.9%,1.3%
002105,信隆健康,2026-07-01,5.06,0.9,23.9,26.9,19.9%,2.4%
002029,七 匹 狼,2026-07-01,7.81,0.9,24.5,19.3,21.0%,2.2%
001258,立新能源,2026-07-01,7.09,0.9,27.4,16.0,26.8%,2.5%
000721,西安饮食,2026-07-01,5.64,0.91,19.4,20.0,21.6%,3.7%
002892,科力尔,2026-07-01,9.26,0.91,27.7,23.7,15.1%,2.0%
600663,陆家嘴,2026-07-01,6.37,0.91,32.9,28.2,16.0%,1.4%
002441,众业达,2026-07-01,7.95,0.92,13.3,20.8,19.2%,1.9%
002238,天威视讯,2026-07-01,5.51,0.92,13.7,18.6,22.6%,2.0%
002677,浙江美大,2026-07-01,5.65,0.92,16.4,15.4,29.1%,2.2%
003039,顺控发展,2026-07-01,11.24,0.92,17.4,21.0,19.9%,2.1%
605001,威奥股份,2026-07-01,5.58,0.92,20.5,26.6,21.3%,2.4%
002799,环球印务,2026-07-01,6.2,0.92,21.4,27.8,25.0%,2.5%
601065,江盐集团,2026-07-01,6.84,0.92,22.7,26.0,14.7%,1.9%
002116,中国海诚,2026-07-01,6.86,0.92,24.4,9.2,34.8%,1.5%
002381,双箭股份,2026-07-01,5.29,0.92,27.9,31.8,14.9%,2.1%
601566,九牧王,2026-07-01,8.28,0.92,28.0,19.7,28.4%,1.8%
600995,南网储能,2026-07-01,12.32,0.92,28.7,20.2,14.3%,0.2%
002715,登云股份,2026-07-01,13.52,0.92,31.7,32.3,15.2%,2.0%
605169,洪通燃气,2026-07-01,9.06,0.93,14.5,21.9,28.3%,1.9%
603227,雪峰科技,2026-07-01,7.14,0.93,14.8,16.1,21.2%,1.7%
600241,时代万恒,2026-07-01,6.67,0.93,17.1,27.9,27.0%,2.8%
000731,四川美丰,2026-07-01,5.22,0.93,19.4,15.9,22.9%,2.2%
001979,招商蛇口,2026-07-01,6.57,0.93,19.7,13.3,26.5%,2.2%
603107,上海汽配,2026-07-01,11.58,0.93,24.1,30.3,17.1%,2.0%
002627,三峡旅游,2026-07-01,5.88,0.93,27.0,28.0,18.8%,3.0%
600088,中视传媒,2026-07-01,11.25,0.93,27.2,16.6,27.8%,3.3%
002244,滨江集团,2026-07-01,7.71,0.93,27.3,21.2,25.3%,1.4%
603348,文灿股份,2026-07-01,13.64,0.94,19.4,22.3,27.9%,1.9%
600822,上海物贸,2026-07-01,7.82,0.94,20.0,19.8,18.2%,2.8%
600116,三峡水利,2026-07-01,5.69,0.94,21.7,20.2,14.3%,1.6%
600640,国脉文化,2026-07-01,9.9,0.94,22.2,16.8,19.0%,2.4%
002186,全 聚 德,2026-07-01,8.52,0.94,22.6,25.4,15.4%,2.9%
000983,山西焦煤,2026-07-01,5.99,0.94,25.0,13.7,12.1%,3.3%
603759,海天股份,2026-07-01,7.06,0.94,25.3,27.8,20.2%,2.6%
600969,郴电国际,2026-07-01,7.69,0.95,9.8,14.1,29.4%,0.8%
002909,集泰股份,2026-07-01,5.01,0.95,11.3,16.5,21.6%,1.4%
002209,达 意 隆,2026-07-01,10.57,0.95,13.6,26.8,28.6%,1.8%
600173,卧龙新能,2026-07-01,5.99,0.95,17.9,17.5,16.6%,1.4%
603693,江苏新能,2026-07-01,12.98,0.95,31.2,17.0,16.6%,3.1%
000559,万向钱潮,2026-07-01,13.03,0.95,33.5,28.1,20.0%,0.8%
603103,横店影视,2026-07-01,14.73,0.95,33.8,18.8,38.5%,2.9%
601727,上海电气,2026-07-01,7.01,0.95,34.7,26.2,13.7%,0.1%
002686,亿利达,2026-07-01,5.2,0.96,11.6,21.7,32.5%,1.0%
600138,中青旅,2026-07-01,6.66,0.96,22.1,23.7,23.7%,2.0%
600163,中闽能源,2026-07-01,5.16,0.96,25.8,19.9,20.7%,0.2%
600698,湖南天雁,2026-07-01,6.04,0.96,28.8,26.7,15.4%,2.0%
603289,泰瑞机器,2026-07-01,8.18,0.97,17.8,21.6,31.8%,1.4%
600328,中盐化工,2026-07-01,6.16,0.97,19.8,17.6,22.9%,2.7%
000058,深 赛 格,2026-07-01,6.3,0.97,27.0,23.7,22.8%,2.6%
601238,广汽集团,2026-07-01,5.18,0.97,28.6,21.8,24.1%,2.0%
000917,电广传媒,2026-07-01,6.87,0.98,19.1,22.2,21.7%,2.7%
600452,涪陵电力,2026-07-01,9.38,0.98,20.4,17.2,23.8%,0.5%
603153,上海建科,2026-07-01,12.9,0.98,22.7,30.2,17.1%,1.7%
002283,天润工业,2026-07-01,9.64,0.98,22.7,26.7,12.6%,-0.1%
603518,锦泓集团,2026-07-01,7.34,0.98,26.2,20.7,19.6%,2.7%
601086,国芳集团,2026-07-01,6.83,0.98,26.7,30.2,18.6%,3.0%
002820,桂发祥,2026-07-01,8.67,0.98,27.7,30.3,17.5%,3.2%
000537,中绿电,2026-07-01,7.48,0.99,18.9,10.2,31.5%,2.3%
002405,四维图新,2026-07-01,6.61,0.99,24.7,18.0,29.1%,2.2%
002400,省广集团,2026-07-01,6.39,0.99,25.0,15.8,27.1%,1.3%
600749,西藏旅游,2026-07-01,13.99,0.99,29.2,33.9,15.5%,2.1%
600508,上海能源,2026-07-01,7.64,0.99,29.7,12.2,63.2%,3.7%
603587,地素时尚,2026-07-01,11.33,0.99,30.5,39.0,10.0%,2.0%
000821,京山轻机,2026-07-01,7.66,0.99,32.7,17.6,28.7%,1.5%
002877,智能自控,2026-07-01,7.18,1.0,20.0,26.2,17.9%,2.0%
603299,苏盐井神,2026-07-01,8.92,1.0,21.2,16.8,16.9%,1.5%
600718,东软集团,2026-07-01,7.39,1.0,22.7,24.0,15.3%,2.1%
603029,天鹅股份,2026-07-01,14.51,1.0,22.9,25.9,21.1%,3.2%
603511,爱慕股份,2026-07-01,11.8,1.0,25.9,24.1,15.4%,2.6%
002363,隆基机械,2026-07-01,6.12,1.01,18.7,25.6,24.0%,1.7%
603073,彩蝶实业,2026-07-01,15.32,1.01,20.7,23.9,22.8%,2.8%
002777,久远银海,2026-07-01,12.39,1.01,26.6,24.0,21.5%,3.0%
603628,清源股份,2026-07-01,9.53,1.01,26.7,29.7,22.9%,1.4%
600602,云赛智联,2026-07-01,16.3,1.01,27.0,26.7,27.3%,1.4%
603017,中衡设计,2026-07-01,10.16,1.01,29.6,20.4,29.0%,2.1%
600435,北方导航,2026-07-01,11.29,1.01,33.3,28.2,17.7%,0.8%
000096,广聚能源,2026-07-01,7.06,1.02,15.1,20.4,24.0%,1.3%
000605,渤海股份,2026-07-01,5.53,1.02,21.4,24.9,17.5%,3.4%
600463,空港股份,2026-07-01,7.92,1.02,22.8,22.8,23.0%,3.8%
603218,日月股份,2026-07-01,10.25,1.02,25.3,24.8,20.4%,0.3%
600597,光明乳业,2026-07-01,6.2,1.02,29.7,21.4,13.6%,2.1%
002065,东华软件,2026-07-01,7.16,1.02,30.6,35.7,10.2%,0.3%
600746,江苏索普,2026-07-01,5.41,1.02,30.8,25.0,38.1%,3.4%
002248,华东数控,2026-07-01,9.09,1.02,31.1,32.1,23.8%,1.0%
600731,湖南海利,2026-07-01,5.28,1.02,33.3,28.3,16.7%,3.1%
002300,太阳电缆,2026-07-01,6.81,1.03,13.5,18.8,31.3%,0.7%
000014,沙河股份,2026-07-01,9.31,1.03,14.9,19.2,25.6%,2.0%
605050,福然德,2026-07-01,9.55,1.03,17.4,23.1,22.0%,2.0%
002279,久其软件,2026-07-01,5.86,1.03,20.2,16.8,25.1%,2.4%
002144,宏达高科,2026-07-01,10.14,1.03,20.9,23.8,27.7%,2.9%
603182,嘉华股份,2026-07-01,11.79,1.03,24.5,24.8,18.3%,3.4%
002533,金杯电工,2026-07-01,10.65,1.03,24.6,31.2,19.5%,-0.2%
601177,杭齿前进,2026-07-01,12.66,1.03,25.7,24.8,19.7%,2.0%
603810,丰山集团,2026-07-01,11.48,1.03,26.2,30.4,23.9%,3.1%
600416,湘电股份,2026-07-01,9.92,1.03,26.8,18.9,18.0%,1.2%
600773,西藏城投,2026-07-01,13.32,1.03,35.0,17.7,43.1%,3.5%
600006,东风股份,2026-07-01,5.21,1.04,16.3,19.2,18.8%,1.6%
605136,丽人丽妆,2026-07-01,7.29,1.04,18.7,21.5,31.4%,2.2%
600546,山煤国际,2026-07-01,11.3,1.04,21.3,13.6,13.7%,3.4%
000936,华西股份,2026-07-01,5.39,1.04,23.2,24.1,28.3%,1.7%
603926,铁流股份,2026-07-01,17.51,1.04,26.3,21.2,16.6%,-1.0%
605599,菜百股份,2026-07-01,14.02,1.04,31.9,22.2,29.1%,2.3%
000852,石化机械,2026-07-01,5.02,1.05,11.1,13.2,27.4%,1.2%
002369,卓翼科技,2026-07-01,5.46,1.05,14.5,21.2,23.1%,0.6%
002037,保利联合,2026-07-01,6.34,1.05,23.1,25.3,21.7%,1.6%
001219,青岛食品,2026-07-01,11.79,1.05,25.9,24.8,17.9%,2.9%
600785,新华百货,2026-07-01,10.19,1.06,5.9,11.8,58.4%,4.0%
002576,通达动力,2026-07-01,14.27,1.06,15.6,22.3,21.4%,0.8%
002339,积成电子,2026-07-01,7.0,1.06,15.9,21.1,30.4%,1.0%
603768,常青股份,2026-07-01,9.38,1.06,18.4,21.0,17.5%,2.7%
600148,长春一东,2026-07-01,14.86,1.06,18.7,28.8,15.7%,2.4%
600128,苏豪弘业,2026-07-01,7.8,1.06,19.1,23.8,23.1%,2.8%
603999,读者传媒,2026-07-01,5.12,1.06,20.3,23.3,22.8%,2.4%
002761,浙江建投,2026-07-01,6.74,1.06,21.7,23.8,16.7%,1.7%
002949,华阳国际,2026-07-01,10.19,1.06,26.0,25.6,26.6%,3.0%
000019,深粮控股,2026-07-01,5.8,1.06,30.8,22.6,20.6%,2.3%
603836,海程邦达,2026-07-01,8.1,1.06,32.0,7.7,53.2%,2.5%
600059,古越龙山,2026-07-01,7.51,1.06,33.8,26.2,11.7%,2.6%
002395,双象股份,2026-07-01,12.35,1.06,34.1,28.4,32.5%,3.3%
002530,金财互联,2026-07-01,6.94,1.07,19.4,17.8,19.5%,2.1%
002373,千方科技,2026-07-01,7.29,1.07,21.8,25.6,17.6%,1.5%
003003,天元股份,2026-07-01,10.29,1.07,23.6,26.9,20.5%,3.4%
002204,大连重工,2026-07-01,5.37,1.07,26.3,24.3,16.0%,1.7%
000957,中通客车,2026-07-01,9.6,1.07,26.4,33.2,14.8%,2.6%
002322,理工能科,2026-07-01,9.8,1.08,16.1,23.0,23.1%,1.0%
003037,三和管桩,2026-07-01,5.58,1.08,18.3,17.7,21.8%,1.8%
603982,泉峰汽车,2026-07-01,5.73,1.08,20.0,27.6,22.7%,2.5%
000888,峨眉山Ａ,2026-07-01,9.08,1.08,22.4,29.1,20.1%,1.6%
002376,新北洋,2026-07-01,5.76,1.08,23.7,31.2,17.2%,0.2%
002152,广电运通,2026-07-01,9.48,1.08,23.7,24.3,16.3%,1.1%
002347,泰尔股份,2026-07-01,5.94,1.08,24.4,25.6,26.2%,1.5%
603909,建发合诚,2026-07-01,8.74,1.08,25.0,20.0,26.4%,2.5%
603787,新日股份,2026-07-01,9.3,1.08,25.0,31.1,20.9%,2.3%
002324,普利特,2026-07-01,12.17,1.08,26.9,32.7,15.1%,0.8%
600037,歌华有线,2026-07-01,6.39,1.08,27.7,26.1,14.6%,1.9%
600797,浙大网新,2026-07-01,6.58,1.08,29.8,22.9,25.6%,2.8%
603043,广州酒家,2026-07-01,12.77,1.08,29.9,22.5,13.6%,3.0%
600697,欧亚集团,2026-07-01,9.99,1.08,30.2,26.8,15.3%,2.8%
002732,燕塘乳业,2026-07-01,12.69,1.09,20.0,25.1,18.4%,2.3%
603320,迪贝电气,2026-07-01,18.09,1.09,20.0,22.6,22.9%,3.7%
603927,中科软,2026-07-01,12.92,1.09,20.4,21.9,21.0%,1.6%
002722,物产金轮,2026-07-01,12.06,1.09,20.8,27.8,17.2%,2.3%
603331,百达精工,2026-07-01,10.8,1.09,24.7,27.2,26.4%,1.3%
603238,诺邦股份,2026-07-01,11.4,1.09,25.5,19.3,24.4%,3.6%
601952,苏垦农发,2026-07-01,7.67,1.09,26.5,20.3,18.4%,2.4%
600319,亚星化学,2026-07-01,6.45,1.09,27.5,23.3,15.1%,3.5%
603877,太平鸟,2026-07-01,12.21,1.09,29.0,28.6,11.2%,3.2%
600650,锦江在线,2026-07-01,9.94,1.09,29.7,34.7,18.3%,3.1%
002097,山河智能,2026-07-01,7.36,1.1,21.3,13.4,24.0%,1.8%
000968,蓝焰控股,2026-07-01,6.14,1.1,22.7,15.4,32.0%,2.5%
600398,海澜之家,2026-07-01,5.36,1.1,25.0,24.9,13.2%,2.5%
603535,嘉诚国际,2026-07-01,6.22,1.1,30.0,23.0,22.0%,3.8%
600302,标准股份,2026-07-01,8.41,1.1,31.4,19.2,19.4%,1.6%
000409,云鼎科技,2026-07-01,8.43,1.1,33.3,23.9,16.2%,2.4%
600212,绿能慧充,2026-07-01,5.28,1.11,9.9,21.0,27.3%,1.5%
603332,苏州龙杰,2026-07-01,10.4,1.11,17.2,19.1,22.6%,2.9%
605033,美邦股份,2026-07-01,17.11,1.11,20.4,20.2,23.0%,2.8%
600692,亚通股份,2026-07-01,5.61,1.11,22.2,23.2,25.9%,3.3%
600560,金自天正,2026-07-01,11.31,1.11,23.5,30.3,18.0%,2.1%
002583,海能达,2026-07-01,8.03,1.11,23.6,14.5,18.0%,4.4%
603111,康尼机电,2026-07-01,5.76,1.11,25.5,27.0,12.3%,1.8%
002649,博彦科技,2026-07-01,8.31,1.11,29.0,27.5,23.3%,2.1%
002296,辉煌科技,2026-07-01,9.05,1.11,30.3,33.8,17.8%,1.9%
603408,建霖家居,2026-07-01,9.87,1.11,30.9,39.1,11.9%,2.3%
600780,通宝能源,2026-07-01,6.0,1.11,32.7,18.5,13.5%,2.4%
002661,克明食品,2026-07-01,7.17,1.11,33.8,35.3,14.7%,3.5%
603809,豪能股份,2026-07-01,8.94,1.11,34.2,22.3,18.0%,1.9%
002410,广联达,2026-07-01,8.39,1.11,34.3,27.8,21.3%,2.8%
605368,蓝天燃气,2026-07-01,6.18,1.12,16.7,17.1,19.7%,1.3%
600126,杭钢股份,2026-07-01,6.19,1.12,21.4,13.8,33.6%,1.0%
601800,中国交建,2026-07-01,5.84,1.12,30.5,21.4,14.7%,2.3%
002566,益盛药业,2026-07-01,6.3,1.12,31.0,27.6,17.9%,4.3%
600848,上海临港,2026-07-01,7.6,1.12,32.7,25.0,15.9%,1.5%
600419,天润乳业,2026-07-01,7.71,1.12,33.0,33.2,14.8%,1.8%
002749,国光股份,2026-07-01,8.1,1.12,34.0,34.6,33.1%,1.5%
002660,茂硕电源,2026-07-01,6.65,1.13,19.0,25.7,21.7%,2.3%
603105,芯能科技,2026-07-01,6.97,1.13,20.0,16.3,34.2%,2.4%
603709,中源家居,2026-07-01,13.9,1.13,21.4,24.5,20.9%,2.7%
600528,中铁工业,2026-07-01,6.72,1.13,23.7,18.8,12.2%,2.0%
002968,新大正,2026-07-01,8.64,1.13,26.1,28.9,23.0%,2.1%
002148,北纬科技,2026-07-01,6.05,1.13,30.1,30.7,17.1%,4.1%
601139,深圳燃气,2026-07-01,5.77,1.13,31.1,26.9,14.0%,1.9%
000554,泰山石油,2026-07-01,5.73,1.14,18.2,15.3,26.8%,2.1%
002941,新疆交建,2026-07-01,9.66,1.14,19.2,15.6,35.8%,2.3%
000626,远大控股,2026-07-01,6.5,1.14,20.0,18.8,23.0%,2.7%
002696,百洋股份,2026-07-01,5.13,1.14,23.5,23.0,21.3%,3.2%
002215,诺 普 信,2026-07-01,8.56,1.14,28.2,21.7,13.5%,4.0%
002045,国光电器,2026-07-01,8.06,1.14,28.8,25.0,27.2%,2.7%
600571,信雅达,2026-07-01,10.13,1.14,31.6,26.4,18.7%,3.9%
002041,登海种业,2026-07-01,8.08,1.14,31.6,25.1,15.2%,2.7%
601898,中煤能源,2026-07-01,12.62,1.14,31.6,17.2,28.1%,3.6%
600648,外高桥,2026-07-01,8.27,1.14,33.7,23.3,16.9%,3.5%
603209,兴通股份,2026-07-01,12.85,1.14,34.9,31.7,10.7%,2.6%
000913,钱江摩托,2026-07-01,10.41,1.15,17.2,15.3,21.9%,1.6%
002598,山东章鼓,2026-07-01,6.41,1.15,17.8,18.5,19.8%,2.6%
601890,亚星锚链,2026-07-01,8.3,1.15,20.2,22.9,17.0%,1.6%
600834,申通地铁,2026-07-01,6.72,1.15,22.2,22.9,15.3%,2.1%
600099,林海股份,2026-07-01,8.3,1.15,28.2,24.9,26.2%,4.0%
000899,赣能股份,2026-07-01,10.03,1.15,28.2,8.6,27.4%,3.8%
002612,朗姿股份,2026-07-01,11.46,1.15,30.3,31.7,28.7%,2.2%
