代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
600997,开滦股份,2026-05-18,5.55,0.94,21.4,18.6,12.6%,0.7%
002139,拓邦股份,2026-05-18,11.07,1.07,34.1,39.1,10.5%,0.4%
