code,name,advice,score,7日预期,14日预期,20日预期
600352,浙江龙盛,重点关注/一击必中,90,等待验证,等待验证,等待验证
603212,赛伍技术,重点关注/一击必中,90,等待验证,等待验证,等待验证
600987,航民股份,重点关注/一击必中,90,等待验证,等待验证,等待验证
002185,华天科技,重点关注/一击必中,90,等待验证,等待验证,等待验证
002667,威领股份,重点关注/一击必中,90,等待验证,等待验证,等待验证
002724,海洋王,重点关注/一击必中,90,等待验证,等待验证,等待验证
002115,三维通信,重点关注/一击必中,70,等待验证,等待验证,等待验证
002446,盛路通信,重点关注/一击必中,70,等待验证,等待验证,等待验证
603916,苏博特,轻仓试错,60,等待验证,等待验证,等待验证
002144,宏达高科,轻仓试错,60,等待验证,等待验证,等待验证
000599,青岛双星,轻仓试错,60,等待验证,等待验证,等待验证
002207,准油股份,轻仓试错,60,等待验证,等待验证,等待验证
603056,德邦股份,轻仓试错,60,等待验证,等待验证,等待验证
603616,韩建河山,轻仓试错,60,等待验证,等待验证,等待验证
002169,智光电气,轻仓试错,60,等待验证,等待验证,等待验证
002634,棒杰股份,观察,40,等待验证,等待验证,等待验证
000592,平潭发展,观察,40,等待验证,等待验证,等待验证
600839,四川长虹,观察,40,等待验证,等待验证,等待验证
002462,嘉事堂,观察,20,等待验证,等待验证,等待验证
002429,兆驰股份,观察,20,等待验证,等待验证,等待验证
603161,科华控股,观察,20,等待验证,等待验证,等待验证
600651,飞乐音响,观察,0,等待验证,等待验证,等待验证
002490,山东墨龙,观察,0,等待验证,等待验证,等待验证
600539,狮头股份,观察,0,等待验证,等待验证,等待验证
601012,隆基绿能,观察,0,等待验证,等待验证,等待验证
002519,银河电子,观察,0,等待验证,等待验证,等待验证
