code,name,advice,score,7日预期,14日预期,20日预期
002037,保利联合,重点关注/一击必中,90,等待验证,等待验证,等待验证
600056,中国医药,重点关注/一击必中,90,等待验证,等待验证,等待验证
000753,漳州发展,重点关注/一击必中,70,等待验证,等待验证,等待验证
605555,德昌股份,轻仓试错,60,等待验证,等待验证,等待验证
600195,中牧股份,轻仓试错,60,等待验证,等待验证,等待验证
600063,皖维高新,轻仓试错,50,等待验证,等待验证,等待验证
600359,新农开发,轻仓试错,50,等待验证,等待验证,等待验证
603949,雪龙集团,轻仓试错,50,等待验证,等待验证,等待验证
001239,永达股份,轻仓试错,50,等待验证,等待验证,等待验证
600810,神马股份,轻仓试错,50,等待验证,等待验证,等待验证
002797,第一创业,轻仓试错,50,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
000913,钱江摩托,观察,20,等待验证,等待验证,等待验证
