code,name,advice,score,7日预期,14日预期,20日预期
603808,歌力思,轻仓试错,50,等待验证,等待验证,等待验证
002507,涪陵榨菜,轻仓试错,50,等待验证,等待验证,等待验证
603167,渤海轮渡,轻仓试错,50,等待验证,等待验证,等待验证
002539,云图控股,轻仓试错,50,等待验证,等待验证,等待验证
605050,福然德,观察,40,等待验证,等待验证,等待验证
603578,三星新材,观察,30,等待验证,等待验证,等待验证
600191,华资实业,观察,30,等待验证,等待验证,等待验证
600192,长城电工,观察,30,等待验证,等待验证,等待验证
002068,黑猫股份,观察,30,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
600773,西藏城投,观察,20,等待验证,等待验证,等待验证
