code,name,advice,score,7日预期,14日预期,20日预期
600056,中国医药,重点关注/一击必中,90,等待验证,等待验证,等待验证
000030,富奥股份,轻仓试错,50,等待验证,等待验证,等待验证
000553,安道麦A,轻仓试错,50,等待验证,等待验证,等待验证
002761,浙江建投,观察,30,等待验证,等待验证,等待验证
600135,乐凯胶片,观察,30,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
603966,法兰泰克,观察,20,等待验证,等待验证,等待验证
605018,长华集团,观察,20,等待验证,等待验证,等待验证
603922,金鸿顺,观察,0,等待验证,等待验证,等待验证
