日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-07-13,002972,科安达,17.7,4.36%,8.74%,11,81.8%,3.70%,⭐⭐⭐,历史强势基因，重仓买入
2026-07-13,603515,欧普照明,17.47,1.28%,0.15%,7,28.6%,-1.61%,⭐⭐⭐,历史表现平平，轻仓试错
