code,name,advice,score,7日预期,14日预期,20日预期
603310,巍华新材,轻仓试错,50,等待验证,等待验证,等待验证
002136,安 纳 达,轻仓试错,50,等待验证,等待验证,等待验证
002334,英威腾,轻仓试错,50,等待验证,等待验证,等待验证
605169,洪通燃气,轻仓试错,50,等待验证,等待验证,等待验证
603028,赛福天,轻仓试错,50,等待验证,等待验证,等待验证
603997,继峰股份,轻仓试错,50,等待验证,等待验证,等待验证
002052,同洲电子,观察,40,等待验证,等待验证,等待验证
002091,江苏国泰,观察,30,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
002591,恒大高新,观察,20,等待验证,等待验证,等待验证
000950,重药控股,观察,0,等待验证,等待验证,等待验证
000678,襄阳轴承,观察,0,等待验证,等待验证,等待验证
