code,name,advice,score,7日预期,14日预期,20日预期
000788,北大医药,重点关注/一击必中,70,等待验证,等待验证,等待验证
603779,威龙股份,轻仓试错,60,等待验证,等待验证,等待验证
603279,景津装备,轻仓试错,60,等待验证,等待验证,等待验证
600847,万里股份,轻仓试错,50,等待验证,等待验证,等待验证
603332,苏州龙杰,轻仓试错,50,等待验证,等待验证,等待验证
002982,湘佳股份,轻仓试错,50,等待验证,等待验证,等待验证
001366,播恩集团,轻仓试错,50,等待验证,等待验证,等待验证
603788,宁波高发,轻仓试错,50,等待验证,等待验证,等待验证
000819,岳阳兴长,轻仓试错,50,等待验证,等待验证,等待验证
600507,方大特钢,观察,40,等待验证,等待验证,等待验证
603056,德邦股份,观察,20,等待验证,等待验证,等待验证
000567,海德股份,观察,20,等待验证,等待验证,等待验证
