日期,代码,名称,现价,涨跌幅,换手率,战法历史触发数,历史20日胜率,历史平均收益,买入信号强度,操作建议
2026-01-16,605167,利柏特,17.24,10.02,1.79,13,30.8%,-0.63%,⭐⭐⭐,试错/观察
