日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-03-19,600333,长春燃气,5.76,2.67%,5.19%,6,83.3%,-1.68%,⭐⭐⭐,历史强势基因，重仓买入
2026-03-19,001299,美能能源,13.93,2.5%,3.81%,12,75.0%,4.00%,⭐⭐⭐,历史强势基因，重仓买入
2026-03-19,605368,蓝天燃气,8.73,3.8%,2.95%,13,53.8%,-1.47%,⭐⭐⭐,概率占优，分批建仓
