日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-04-30,603182,嘉华股份,15.05,1.69%,2.14%,9,66.7%,1.88%,⭐⭐⭐,概率占优，分批建仓
2026-04-30,603777,来伊份,16.43,4.05%,4.5%,7,66.7%,20.13%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-04-30,002413,雷科防务,13.14,3.14%,6.54%,13,53.8%,2.59%,⭐⭐⭐,概率占优，分批建仓
2026-04-30,603637,镇海股份,16.88,5.04%,6.93%,12,36.4%,-0.21%,⭐⭐⭐,历史表现平平，轻仓试错
