日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-05-27,605066,天正电气,8.01,10.03%,8.5%,7,85.7%,4.21%,⭐⭐⭐,历史强势基因，重仓买入
2026-05-27,600236,桂冠电力,11.25,5.34%,0.57%,9,62.5%,3.67%,⭐⭐⭐,概率占优，分批建仓
2026-05-27,600379,宝光股份,14.26,4.39%,13.96%,10,60.0%,2.47%,⭐⭐⭐,概率占优，分批建仓
