日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-05-22,002667,威领股份,19.29,5.01%,18.4%,10,70.0%,26.74%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-05-22,002453,华软科技,6.26,10.02%,4.41%,12,50.0%,3.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-05-22,000060,中金岭南,7.57,10.03%,4.02%,5,20.0%,-3.47%,⭐⭐⭐,历史表现平平，轻仓试错
